word	nodeType	synsetCount	unit
long	ADJ	12	01x01_-_Operation_Strix
right	ADJ	36	01x01_-_Operation_Strix
political	ADJ	3	01x01_-_Operation_Strix
good	ADJ	27	01x01_-_Operation_Strix
foreign	ADJ	4	01x01_-_Operation_Strix
fake	ADJ	8	01x01_-_Operation_Strix
fake	ADJ	8	01x01_-_Operation_Strix
fake	ADJ	8	01x01_-_Operation_Strix
fierce	ADJ	4	01x01_-_Operation_Strix
bad	ADJ	17	01x01_-_Operation_Strix
mad	ADJ	4	01x01_-_Operation_Strix
unfortunate	ADJ	4	01x01_-_Operation_Strix
afraid	ADJ	4	01x01_-_Operation_Strix
further	ADJ	11	01x01_-_Operation_Strix
conventional	ADJ	7	01x01_-_Operation_Strix
good	ADJ	27	01x01_-_Operation_Strix
good	ADJ	27	01x01_-_Operation_Strix
last	ADJ	21	01x01_-_Operation_Strix
great	ADJ	7	01x01_-_Operation_Strix
next	ADJ	4	01x01_-_Operation_Strix
great	ADJ	7	01x01_-_Operation_Strix
close	ADJ	37	01x01_-_Operation_Strix
seditious	ADJ	2	01x01_-_Operation_Strix
cautious	ADJ	3	01x01_-_Operation_Strix
social	ADJ	7	01x01_-_Operation_Strix
elite	ADJ	2	01x01_-_Operation_Strix
private	ADJ	5	01x01_-_Operation_Strix
informal	ADJ	4	01x01_-_Operation_Strix
upper	ADJ	6	01x01_-_Operation_Strix
industrial	ADJ	4	01x01_-_Operation_Strix
political	ADJ	3	01x01_-_Operation_Strix
social	ADJ	7	01x01_-_Operation_Strix
great	ADJ	7	01x01_-_Operation_Strix
fellow	ADJ	7	01x01_-_Operation_Strix
possible	ADJ	4	01x01_-_Operation_Strix
well	ADJ	22	01x01_-_Operation_Strix
real	ADJ	13	01x01_-_Operation_Strix
single	ADJ	10	01x01_-_Operation_Strix
real	ADJ	13	01x01_-_Operation_Strix
central	ADJ	3	01x01_-_Operation_Strix
real	ADJ	13	01x01_-_Operation_Strix
securable	ADJ	0	01x01_-_Operation_Strix
real	ADJ	13	01x01_-_Operation_Strix
new	ADJ	12	01x01_-_Operation_Strix
happy	ADJ	4	01x01_-_Operation_Strix
real	ADJ	13	01x01_-_Operation_Strix
nice	ADJ	6	01x01_-_Operation_Strix
new	ADJ	12	01x01_-_Operation_Strix
real	ADJ	13	01x01_-_Operation_Strix
real	ADJ	13	01x01_-_Operation_Strix
absolute	ADJ	6	01x01_-_Operation_Strix
sure	ADJ	10	01x01_-_Operation_Strix
terrible	ADJ	4	01x01_-_Operation_Strix
shady	ADJ	4	01x01_-_Operation_Strix
likely	ADJ	5	01x01_-_Operation_Strix
complicated	ADJ	3	01x01_-_Operation_Strix
easy	ADJ	15	01x01_-_Operation_Strix
own	ADJ	2	01x01_-_Operation_Strix
skilled	ADJ	1	01x01_-_Operation_Strix
possible	ADJ	4	01x01_-_Operation_Strix
smart	ADJ	9	01x01_-_Operation_Strix
good	ADJ	27	01x01_-_Operation_Strix
creepy	ADJ	2	01x01_-_Operation_Strix
disgusting	ADJ	3	01x01_-_Operation_Strix
little	ADJ	10	01x01_-_Operation_Strix
early	ADJ	9	01x01_-_Operation_Strix
old	ADJ	9	01x01_-_Operation_Strix
old	ADJ	9	01x01_-_Operation_Strix
small	ADJ	13	01x01_-_Operation_Strix
difficult	ADJ	2	01x01_-_Operation_Strix
mere	ADJ	3	01x01_-_Operation_Strix
causal	ADJ	1	01x01_-_Operation_Strix
such	ADJ	2	01x01_-_Operation_Strix
unbelievable	ADJ	2	01x01_-_Operation_Strix
nervous	ADJ	5	01x01_-_Operation_Strix
okay	ADJ	4	01x01_-_Operation_Strix
exciting	ADJ	10	01x01_-_Operation_Strix
little	ADJ	10	01x01_-_Operation_Strix
certain	ADJ	7	01x01_-_Operation_Strix
little	ADJ	10	01x01_-_Operation_Strix
sure	ADJ	10	01x01_-_Operation_Strix
cute	ADJ	2	01x01_-_Operation_Strix
little	ADJ	10	01x01_-_Operation_Strix
long	ADJ	12	01x01_-_Operation_Strix
necessary	ADJ	3	01x01_-_Operation_Strix
exciting	ADJ	10	01x01_-_Operation_Strix
professional	ADJ	8	01x01_-_Operation_Strix
normal	ADJ	5	01x01_-_Operation_Strix
ordinary	ADJ	7	01x01_-_Operation_Strix
sure	ADJ	10	01x01_-_Operation_Strix
little	ADJ	10	01x01_-_Operation_Strix
difficult	ADJ	2	01x01_-_Operation_Strix
good	ADJ	27	01x01_-_Operation_Strix
good	ADJ	27	01x01_-_Operation_Strix
more	ADJ	5	01x01_-_Operation_Strix
basic	ADJ	6	01x01_-_Operation_Strix
other	ADJ	4	01x01_-_Operation_Strix
first	ADJ	16	01x01_-_Operation_Strix
crispy	ADJ	1	01x01_-_Operation_Strix
pent	ADJ	2	01x01_-_Operation_Strix
stupid	ADJ	4	01x01_-_Operation_Strix
terrible	ADJ	4	01x01_-_Operation_Strix
good	ADJ	27	01x01_-_Operation_Strix
tired	ADJ	6	01x01_-_Operation_Strix
irrational	ADJ	3	01x01_-_Operation_Strix
tounderstand	ADJ	0	01x01_-_Operation_Strix
good	ADJ	27	01x01_-_Operation_Strix
more	ADJ	5	01x01_-_Operation_Strix
such	ADJ	2	01x01_-_Operation_Strix
difficult	ADJ	2	01x01_-_Operation_Strix
well	ADJ	22	01x01_-_Operation_Strix
smart	ADJ	9	01x01_-_Operation_Strix
other	ADJ	4	01x01_-_Operation_Strix
fine	ADJ	10	01x01_-_Operation_Strix
good	ADJ	27	01x01_-_Operation_Strix
much	ADJ	7	01x01_-_Operation_Strix
late	ADJ	11	01x01_-_Operation_Strix
annoying	ADJ	3	01x01_-_Operation_Strix
last	ADJ	21	01x01_-_Operation_Strix
other	ADJ	4	01x01_-_Operation_Strix
perfect	ADJ	5	01x01_-_Operation_Strix
other	ADJ	4	01x01_-_Operation_Strix
right	ADJ	36	01x01_-_Operation_Strix
attached	ADJ	9	01x01_-_Operation_Strix
bored	ADJ	4	01x01_-_Operation_Strix
secret	ADJ	14	01x01_-_Operation_Strix
new	ADJ	12	01x01_-_Operation_Strix
plain	ADJ	11	01x01_-_Operation_Strix
western	ADJ	6	01x01_-_Operation_Strix
more	ADJ	5	01x01_-_Operation_Strix
childish	ADJ	1	01x01_-_Operation_Strix
enough	ADJ	3	01x01_-_Operation_Strix
other	ADJ	4	01x01_-_Operation_Strix
square	ADJ	25	01x01_-_Operation_Strix
front	ADJ	13	01x01_-_Operation_Strix
able	ADJ	4	01x01_-_Operation_Strix
foreign	ADJ	4	01x01_-_Operation_Strix
essential	ADJ	6	01x01_-_Operation_Strix
real	ADJ	13	01x01_-_Operation_Strix
bad	ADJ	17	01x01_-_Operation_Strix
real	ADJ	13	01x01_-_Operation_Strix
okay	ADJ	4	01x01_-_Operation_Strix
scared	ADJ	4	01x01_-_Operation_Strix
own	ADJ	2	01x01_-_Operation_Strix
powerless	ADJ	1	01x01_-_Operation_Strix
subconscious	ADJ	2	01x01_-_Operation_Strix
little	ADJ	10	01x01_-_Operation_Strix
pro	ADJ	4	01x01_-_Operation_Strix
well	ADJ	22	01x01_-_Operation_Strix
little	ADJ	10	01x01_-_Operation_Strix
whole	ADJ	8	01x01_-_Operation_Strix
good	ADJ	27	01x01_-_Operation_Strix
good	ADJ	27	01x01_-_Operation_Strix
favorite	ADJ	5	01x01_-_Operation_Strix
many	ADJ	1	01x01_-_Operation_Strix
criminal	ADJ	4	01x01_-_Operation_Strix
absurd	ADJ	3	01x01_-_Operation_Strix
normal	ADJ	5	01x01_-_Operation_Strix
huge	ADJ	1	01x01_-_Operation_Strix
old	ADJ	9	01x01_-_Operation_Strix
little	ADJ	10	01x01_-_Operation_Strix
scary	ADJ	1	01x01_-_Operation_Strix
sure	ADJ	10	01x01_-_Operation_Strix
dangerous	ADJ	2	01x01_-_Operation_Strix
poisonous	ADJ	3	01x01_-_Operation_Strix
huge	ADJ	1	01x01_-_Operation_Strix
cool	ADJ	11	01x01_-_Operation_Strix
new	ADJ	12	01x01_-_Operation_Strix
easy	ADJ	15	01x01_-_Operation_Strix
hard	ADJ	22	01x01_-_Operation_Strix
eeny	ADJ	0	01x01_-_Operation_Strix
good	ADJ	27	01x01_-_Operation_Strix
second	ADJ	15	01x01_-_Operation_Strix
good	ADJ	27	01x01_-_Operation_Strix
sorry	ADJ	4	01x01_-_Operation_Strix
asleep	ADJ	5	01x01_-_Operation_Strix
unacceptable	ADJ	4	01x01_-_Operation_Strix
second	ADJ	15	01x01_-_Operation_Strix
mandatory	ADJ	3	01x01_-_Operation_Strix
much	ADJ	7	01x02_-_Secure_a_Wife
key	ADJ	21	01x02_-_Secure_a_Wife
top	ADJ	22	01x02_-_Secure_a_Wife
secret	ADJ	14	01x02_-_Secure_a_Wife
able	ADJ	4	01x02_-_Secure_a_Wife
prestigious	ADJ	2	01x02_-_Secure_a_Wife
next	ADJ	4	01x02_-_Secure_a_Wife
creepy	ADJ	2	01x02_-_Secure_a_Wife
short	ADJ	23	01x02_-_Secure_a_Wife
nice	ADJ	6	01x02_-_Secure_a_Wife
more	ADJ	5	01x02_-_Secure_a_Wife
creepy	ADJ	2	01x02_-_Secure_a_Wife
sorry	ADJ	4	01x02_-_Secure_a_Wife
unique	ADJ	4	01x02_-_Secure_a_Wife
right	ADJ	36	01x02_-_Secure_a_Wife
nice	ADJ	6	01x02_-_Secure_a_Wife
favorite	ADJ	5	01x02_-_Secure_a_Wife
content	ADJ	10	01x02_-_Secure_a_Wife
careful	ADJ	5	01x02_-_Secure_a_Wife
tiny	ADJ	1	01x02_-_Secure_a_Wife
other	ADJ	4	01x02_-_Secure_a_Wife
single	ADJ	10	01x02_-_Secure_a_Wife
late	ADJ	11	01x02_-_Secure_a_Wife
suspicious	ADJ	2	01x02_-_Secure_a_Wife
hilarious	ADJ	1	01x02_-_Secure_a_Wife
true	ADJ	15	01x02_-_Secure_a_Wife
unheard	ADJ	1	01x02_-_Secure_a_Wife
single	ADJ	10	01x02_-_Secure_a_Wife
suspicious	ADJ	2	01x02_-_Secure_a_Wife
sure	ADJ	10	01x02_-_Secure_a_Wife
much	ADJ	7	01x02_-_Secure_a_Wife
mean	ADJ	16	01x02_-_Secure_a_Wife
worried	ADJ	8	01x02_-_Secure_a_Wife
unusual	ADJ	3	01x02_-_Secure_a_Wife
y'know	ADJ	0	01x02_-_Secure_a_Wife
rude	ADJ	5	01x02_-_Secure_a_Wife
normal	ADJ	5	01x02_-_Secure_a_Wife
interested	ADJ	5	01x02_-_Secure_a_Wife
alone	ADJ	6	01x02_-_Secure_a_Wife
sure	ADJ	10	01x02_-_Secure_a_Wife
whole	ADJ	8	01x02_-_Secure_a_Wife
grateful	ADJ	2	01x02_-_Secure_a_Wife
happy	ADJ	4	01x02_-_Secure_a_Wife
okay	ADJ	4	01x02_-_Secure_a_Wife
-	ADJ	0	01x02_-_Secure_a_Wife
great	ADJ	7	01x02_-_Secure_a_Wife
right	ADJ	36	01x02_-_Secure_a_Wife
gullible	ADJ	2	01x02_-_Secure_a_Wife
good	ADJ	27	01x02_-_Secure_a_Wife
pathological	ADJ	3	01x02_-_Secure_a_Wife
more	ADJ	5	01x02_-_Secure_a_Wife
little	ADJ	10	01x02_-_Secure_a_Wife
wrong	ADJ	13	01x02_-_Secure_a_Wife
dear	ADJ	8	01x02_-_Secure_a_Wife
sorry	ADJ	4	01x02_-_Secure_a_Wife
good	ADJ	27	01x02_-_Secure_a_Wife
whole	ADJ	8	01x02_-_Secure_a_Wife
traitorous	ADJ	1	01x02_-_Secure_a_Wife
lone	ADJ	3	01x02_-_Secure_a_Wife
sorry	ADJ	4	01x02_-_Secure_a_Wife
young	ADJ	14	01x02_-_Secure_a_Wife
dirty	ADJ	13	01x02_-_Secure_a_Wife
only	ADJ	9	01x02_-_Secure_a_Wife
nice	ADJ	6	01x02_-_Secure_a_Wife
interested	ADJ	5	01x02_-_Secure_a_Wife
unheard	ADJ	1	01x02_-_Secure_a_Wife
single	ADJ	10	01x02_-_Secure_a_Wife
sure	ADJ	10	01x02_-_Secure_a_Wife
hopeless	ADJ	4	01x02_-_Secure_a_Wife
only	ADJ	9	01x02_-_Secure_a_Wife
unmarried	ADJ	1	01x02_-_Secure_a_Wife
great	ADJ	7	01x02_-_Secure_a_Wife
prestigious	ADJ	2	01x02_-_Secure_a_Wife
willing	ADJ	6	01x02_-_Secure_a_Wife
picky	ADJ	1	01x02_-_Secure_a_Wife
unfortunate	ADJ	4	01x02_-_Secure_a_Wife
bad	ADJ	17	01x02_-_Secure_a_Wife
female	ADJ	5	01x02_-_Secure_a_Wife
recent	ADJ	3	01x02_-_Secure_a_Wife
good	ADJ	27	01x02_-_Secure_a_Wife
enough	ADJ	3	01x02_-_Secure_a_Wife
certain	ADJ	7	01x02_-_Secure_a_Wife
quick	ADJ	8	01x02_-_Secure_a_Wife
bad	ADJ	17	01x02_-_Secure_a_Wife
risky	ADJ	2	01x02_-_Secure_a_Wife
risky	ADJ	2	01x02_-_Secure_a_Wife
rich	ADJ	13	01x02_-_Secure_a_Wife
least	ADJ	3	01x02_-_Secure_a_Wife
young	ADJ	14	01x02_-_Secure_a_Wife
single	ADJ	10	01x02_-_Secure_a_Wife
political	ADJ	3	01x02_-_Secure_a_Wife
dangerous	ADJ	2	01x02_-_Secure_a_Wife
right	ADJ	36	01x02_-_Secure_a_Wife
possible	ADJ	4	01x02_-_Secure_a_Wife
female	ADJ	5	01x02_-_Secure_a_Wife
old	ADJ	9	01x02_-_Secure_a_Wife
deceased	ADJ	3	01x02_-_Secure_a_Wife
young	ADJ	14	01x02_-_Secure_a_Wife
civil	ADJ	6	01x02_-_Secure_a_Wife
clean	ADJ	31	01x02_-_Secure_a_Wife
relaxed	ADJ	9	01x02_-_Secure_a_Wife
internal	ADJ	5	01x02_-_Secure_a_Wife
impossible	ADJ	4	01x02_-_Secure_a_Wife
sorry	ADJ	4	01x02_-_Secure_a_Wife
favorable	ADJ	5	01x02_-_Secure_a_Wife
physical	ADJ	7	01x02_-_Secure_a_Wife
nice	ADJ	6	01x02_-_Secure_a_Wife
such	ADJ	2	01x02_-_Secure_a_Wife
normal	ADJ	5	01x02_-_Secure_a_Wife
excited	ADJ	12	01x02_-_Secure_a_Wife
little	ADJ	10	01x02_-_Secure_a_Wife
messy	ADJ	1	01x02_-_Secure_a_Wife
lonely	ADJ	4	01x02_-_Secure_a_Wife
own	ADJ	2	01x02_-_Secure_a_Wife
young	ADJ	14	01x02_-_Secure_a_Wife
much	ADJ	7	01x02_-_Secure_a_Wife
ulterior	ADJ	3	01x02_-_Secure_a_Wife
uncertain	ADJ	7	01x02_-_Secure_a_Wife
only	ADJ	9	01x02_-_Secure_a_Wife
good	ADJ	27	01x02_-_Secure_a_Wife
late	ADJ	11	01x02_-_Secure_a_Wife
wonderful	ADJ	1	01x02_-_Secure_a_Wife
simple	ADJ	9	01x02_-_Secure_a_Wife
first	ADJ	16	01x02_-_Secure_a_Wife
internal	ADJ	5	01x02_-_Secure_a_Wife
formal	ADJ	8	01x02_-_Secure_a_Wife
fit	ADJ	16	01x02_-_Secure_a_Wife
sure	ADJ	10	01x02_-_Secure_a_Wife
extra	ADJ	7	01x02_-_Secure_a_Wife
literal	ADJ	5	01x02_-_Secure_a_Wife
certain	ADJ	7	01x02_-_Secure_a_Wife
new	ADJ	12	01x02_-_Secure_a_Wife
useful	ADJ	2	01x02_-_Secure_a_Wife
late	ADJ	11	01x02_-_Secure_a_Wife
terrible	ADJ	4	01x02_-_Secure_a_Wife
fair	ADJ	17	01x02_-_Secure_a_Wife
whole	ADJ	8	01x02_-_Secure_a_Wife
favorable	ADJ	5	01x02_-_Secure_a_Wife
late	ADJ	11	01x02_-_Secure_a_Wife
eager	ADJ	2	01x02_-_Secure_a_Wife
lame	ADJ	5	01x02_-_Secure_a_Wife
pathetic	ADJ	3	01x02_-_Secure_a_Wife
positive	ADJ	13	01x02_-_Secure_a_Wife
petty	ADJ	4	01x02_-_Secure_a_Wife
unpopular	ADJ	1	01x02_-_Secure_a_Wife
mean	ADJ	16	01x02_-_Secure_a_Wife
bad	ADJ	17	01x02_-_Secure_a_Wife
excited	ADJ	12	01x02_-_Secure_a_Wife
hilarious	ADJ	1	01x02_-_Secure_a_Wife
dominic	ADJ	1	01x02_-_Secure_a_Wife
worried	ADJ	8	01x02_-_Secure_a_Wife
kind	ADJ	4	01x02_-_Secure_a_Wife
desperate	ADJ	7	01x02_-_Secure_a_Wife
pathetic	ADJ	3	01x02_-_Secure_a_Wife
sure	ADJ	10	01x02_-_Secure_a_Wife
tiresome	ADJ	1	01x02_-_Secure_a_Wife
sorry	ADJ	4	01x02_-_Secure_a_Wife
old	ADJ	9	01x02_-_Secure_a_Wife
prestigious	ADJ	2	01x02_-_Secure_a_Wife
wonderful	ADJ	1	01x02_-_Secure_a_Wife
normal	ADJ	5	01x02_-_Secure_a_Wife
sure	ADJ	10	01x02_-_Secure_a_Wife
tough	ADJ	12	01x02_-_Secure_a_Wife
surprised	ADJ	4	01x02_-_Secure_a_Wife
sorry	ADJ	4	01x02_-_Secure_a_Wife
violent	ADJ	5	01x02_-_Secure_a_Wife
right	ADJ	36	01x02_-_Secure_a_Wife
embarrassing	ADJ	4	01x02_-_Secure_a_Wife
second	ADJ	15	01x02_-_Secure_a_Wife
hard	ADJ	22	01x02_-_Secure_a_Wife
handsome	ADJ	2	01x02_-_Secure_a_Wife
hot	ADJ	21	01x02_-_Secure_a_Wife
hot	ADJ	21	01x02_-_Secure_a_Wife
improper	ADJ	3	01x02_-_Secure_a_Wife
sorry	ADJ	4	01x02_-_Secure_a_Wife
delicious	ADJ	3	01x02_-_Secure_a_Wife
questionable	ADJ	2	01x02_-_Secure_a_Wife
little	ADJ	10	01x02_-_Secure_a_Wife
occupational	ADJ	1	01x02_-_Secure_a_Wife
wrong	ADJ	13	01x02_-_Secure_a_Wife
wonderful	ADJ	1	01x02_-_Secure_a_Wife
young	ADJ	14	01x02_-_Secure_a_Wife
young	ADJ	14	01x02_-_Secure_a_Wife
else	ADJ	0	01x02_-_Secure_a_Wife
specific	ADJ	6	01x02_-_Secure_a_Wife
merciless	ADJ	1	01x02_-_Secure_a_Wife
incredible	ADJ	1	01x02_-_Secure_a_Wife
proud	ADJ	2	01x02_-_Secure_a_Wife
lovely	ADJ	3	01x02_-_Secure_a_Wife
right	ADJ	36	01x02_-_Secure_a_Wife
sure	ADJ	10	01x02_-_Secure_a_Wife
psychotic	ADJ	2	01x02_-_Secure_a_Wife
taxing	ADJ	5	01x02_-_Secure_a_Wife
sure	ADJ	10	01x02_-_Secure_a_Wife
right	ADJ	36	01x02_-_Secure_a_Wife
concussive	ADJ	0	01x02_-_Secure_a_Wife
late	ADJ	11	01x02_-_Secure_a_Wife
modern	ADJ	7	01x02_-_Secure_a_Wife
medical	ADJ	4	01x02_-_Secure_a_Wife
bright	ADJ	11	01x02_-_Secure_a_Wife
dumb	ADJ	4	01x02_-_Secure_a_Wife
sorry	ADJ	4	01x02_-_Secure_a_Wife
kind	ADJ	4	01x02_-_Secure_a_Wife
impressive	ADJ	2	01x02_-_Secure_a_Wife
sorry	ADJ	4	01x02_-_Secure_a_Wife
remnant	ADJ	2	01x02_-_Secure_a_Wife
remnant	ADJ	2	01x02_-_Secure_a_Wife
sure	ADJ	10	01x02_-_Secure_a_Wife
dead	ADJ	21	01x02_-_Secure_a_Wife
good	ADJ	27	01x02_-_Secure_a_Wife
sorry	ADJ	4	01x02_-_Secure_a_Wife
suspicious	ADJ	2	01x02_-_Secure_a_Wife
single	ADJ	10	01x02_-_Secure_a_Wife
nice	ADJ	6	01x02_-_Secure_a_Wife
right	ADJ	36	01x02_-_Secure_a_Wife
only	ADJ	9	01x02_-_Secure_a_Wife
right	ADJ	36	01x02_-_Secure_a_Wife
remnant	ADJ	2	01x02_-_Secure_a_Wife
full	ADJ	13	01x02_-_Secure_a_Wife
significant	ADJ	4	01x03_-_Prepare_for_the_Interview
fake	ADJ	8	01x03_-_Prepare_for_the_Interview
true	ADJ	15	01x03_-_Prepare_for_the_Interview
secret	ADJ	14	01x03_-_Prepare_for_the_Interview
temporary	ADJ	3	01x03_-_Prepare_for_the_Interview
fierce	ADJ	4	01x03_-_Prepare_for_the_Interview
other	ADJ	4	01x03_-_Prepare_for_the_Interview
skilled	ADJ	1	01x03_-_Prepare_for_the_Interview
much	ADJ	7	01x03_-_Prepare_for_the_Interview
separate	ADJ	19	01x03_-_Prepare_for_the_Interview
lovely	ADJ	3	01x03_-_Prepare_for_the_Interview
unusual	ADJ	3	01x03_-_Prepare_for_the_Interview
true	ADJ	15	01x03_-_Prepare_for_the_Interview
civil	ADJ	6	01x03_-_Prepare_for_the_Interview
true	ADJ	15	01x03_-_Prepare_for_the_Interview
true	ADJ	15	01x03_-_Prepare_for_the_Interview
happy	ADJ	4	01x03_-_Prepare_for_the_Interview
right	ADJ	36	01x03_-_Prepare_for_the_Interview
suspicious	ADJ	2	01x03_-_Prepare_for_the_Interview
well	ADJ	22	01x03_-_Prepare_for_the_Interview
exciting	ADJ	10	01x03_-_Prepare_for_the_Interview
own	ADJ	2	01x03_-_Prepare_for_the_Interview
same	ADJ	6	01x03_-_Prepare_for_the_Interview
true	ADJ	15	01x03_-_Prepare_for_the_Interview
other	ADJ	4	01x03_-_Prepare_for_the_Interview
good	ADJ	27	01x03_-_Prepare_for_the_Interview
clean	ADJ	31	01x03_-_Prepare_for_the_Interview
big	ADJ	17	01x03_-_Prepare_for_the_Interview
adorable	ADJ	1	01x03_-_Prepare_for_the_Interview
nice	ADJ	6	01x03_-_Prepare_for_the_Interview
lovely	ADJ	3	01x03_-_Prepare_for_the_Interview
glad	ADJ	5	01x03_-_Prepare_for_the_Interview
wonderful	ADJ	1	01x03_-_Prepare_for_the_Interview
clean	ADJ	31	01x03_-_Prepare_for_the_Interview
good	ADJ	27	01x03_-_Prepare_for_the_Interview
lovely	ADJ	3	01x03_-_Prepare_for_the_Interview
comfortable	ADJ	5	01x03_-_Prepare_for_the_Interview
empty	ADJ	10	01x03_-_Prepare_for_the_Interview
efficient	ADJ	2	01x03_-_Prepare_for_the_Interview
young	ADJ	14	01x03_-_Prepare_for_the_Interview
civil	ADJ	6	01x03_-_Prepare_for_the_Interview
busy	ADJ	6	01x03_-_Prepare_for_the_Interview
similar	ADJ	5	01x03_-_Prepare_for_the_Interview
suitable	ADJ	2	01x03_-_Prepare_for_the_Interview
powerful	ADJ	6	01x03_-_Prepare_for_the_Interview
black	ADJ	22	01x03_-_Prepare_for_the_Interview
hot	ADJ	21	01x03_-_Prepare_for_the_Interview
amazing	ADJ	4	01x03_-_Prepare_for_the_Interview
homemade	ADJ	1	01x03_-_Prepare_for_the_Interview
first	ADJ	16	01x03_-_Prepare_for_the_Interview
decent	ADJ	7	01x03_-_Prepare_for_the_Interview
wonderful	ADJ	1	01x03_-_Prepare_for_the_Interview
amazing	ADJ	4	01x03_-_Prepare_for_the_Interview
impressive	ADJ	2	01x03_-_Prepare_for_the_Interview
prestigious	ADJ	2	01x03_-_Prepare_for_the_Interview
social	ADJ	7	01x03_-_Prepare_for_the_Interview
cultured	ADJ	2	01x03_-_Prepare_for_the_Interview
second	ADJ	15	01x03_-_Prepare_for_the_Interview
terrible	ADJ	4	01x03_-_Prepare_for_the_Interview
cardiac	ADJ	1	01x03_-_Prepare_for_the_Interview
excessive	ADJ	2	01x03_-_Prepare_for_the_Interview
next	ADJ	4	01x03_-_Prepare_for_the_Interview
victorious	ADJ	2	01x03_-_Prepare_for_the_Interview
amazed	ADJ	3	01x03_-_Prepare_for_the_Interview
decent	ADJ	7	01x03_-_Prepare_for_the_Interview
human	ADJ	4	01x03_-_Prepare_for_the_Interview
countless	ADJ	1	01x03_-_Prepare_for_the_Interview
pointless	ADJ	2	01x03_-_Prepare_for_the_Interview
late	ADJ	11	01x03_-_Prepare_for_the_Interview
ready	ADJ	8	01x03_-_Prepare_for_the_Interview
mock	ADJ	4	01x03_-_Prepare_for_the_Interview
versed	ADJ	4	01x03_-_Prepare_for_the_Interview
normal	ADJ	5	01x03_-_Prepare_for_the_Interview
upper	ADJ	6	01x03_-_Prepare_for_the_Interview
sure	ADJ	10	01x03_-_Prepare_for_the_Interview
same	ADJ	6	01x03_-_Prepare_for_the_Interview
la	ADJ	3	01x03_-_Prepare_for_the_Interview
normal	ADJ	5	01x03_-_Prepare_for_the_Interview
upper	ADJ	6	01x03_-_Prepare_for_the_Interview
little	ADJ	10	01x03_-_Prepare_for_the_Interview
small	ADJ	13	01x03_-_Prepare_for_the_Interview
adorable	ADJ	1	01x03_-_Prepare_for_the_Interview
careful	ADJ	5	01x03_-_Prepare_for_the_Interview
accustomed	ADJ	3	01x03_-_Prepare_for_the_Interview
good	ADJ	27	01x03_-_Prepare_for_the_Interview
sure	ADJ	10	01x03_-_Prepare_for_the_Interview
next	ADJ	4	01x03_-_Prepare_for_the_Interview
first	ADJ	16	01x03_-_Prepare_for_the_Interview
first	ADJ	16	01x03_-_Prepare_for_the_Interview
choppy	ADJ	2	01x03_-_Prepare_for_the_Interview
choppy	ADJ	2	01x03_-_Prepare_for_the_Interview
big	ADJ	17	01x03_-_Prepare_for_the_Interview
secret	ADJ	14	01x03_-_Prepare_for_the_Interview
stabby	ADJ	0	01x03_-_Prepare_for_the_Interview
stabby	ADJ	0	01x03_-_Prepare_for_the_Interview
sploosh	ADJ	0	01x03_-_Prepare_for_the_Interview
next	ADJ	4	01x03_-_Prepare_for_the_Interview
right	ADJ	36	01x03_-_Prepare_for_the_Interview
last	ADJ	21	01x03_-_Prepare_for_the_Interview
graphic	ADJ	6	01x03_-_Prepare_for_the_Interview
cute	ADJ	2	01x03_-_Prepare_for_the_Interview
sorry	ADJ	4	01x03_-_Prepare_for_the_Interview
right	ADJ	36	01x03_-_Prepare_for_the_Interview
cute	ADJ	2	01x03_-_Prepare_for_the_Interview
great	ADJ	7	01x03_-_Prepare_for_the_Interview
first	ADJ	16	01x03_-_Prepare_for_the_Interview
yor	ADJ	0	01x03_-_Prepare_for_the_Interview
dear	ADJ	8	01x03_-_Prepare_for_the_Interview
semi	ADJ	3	01x03_-_Prepare_for_the_Interview
-	ADJ	0	01x03_-_Prepare_for_the_Interview
formal	ADJ	8	01x03_-_Prepare_for_the_Interview
black	ADJ	22	01x03_-_Prepare_for_the_Interview
red	ADJ	7	01x03_-_Prepare_for_the_Interview
nice	ADJ	6	01x03_-_Prepare_for_the_Interview
particular	ADJ	9	01x03_-_Prepare_for_the_Interview
lovely	ADJ	3	01x03_-_Prepare_for_the_Interview
worried	ADJ	8	01x03_-_Prepare_for_the_Interview
noticeable	ADJ	4	01x03_-_Prepare_for_the_Interview
female	ADJ	5	01x03_-_Prepare_for_the_Interview
nice	ADJ	6	01x03_-_Prepare_for_the_Interview
instant	ADJ	5	01x03_-_Prepare_for_the_Interview
extra	ADJ	7	01x03_-_Prepare_for_the_Interview
ready	ADJ	8	01x03_-_Prepare_for_the_Interview
sorry	ADJ	4	01x03_-_Prepare_for_the_Interview
many	ADJ	1	01x03_-_Prepare_for_the_Interview
nice	ADJ	6	01x03_-_Prepare_for_the_Interview
black	ADJ	22	01x03_-_Prepare_for_the_Interview
regular	ADJ	17	01x03_-_Prepare_for_the_Interview
sure	ADJ	10	01x03_-_Prepare_for_the_Interview
next	ADJ	4	01x03_-_Prepare_for_the_Interview
right	ADJ	36	01x03_-_Prepare_for_the_Interview
important	ADJ	5	01x03_-_Prepare_for_the_Interview
good	ADJ	27	01x03_-_Prepare_for_the_Interview
sure	ADJ	10	01x03_-_Prepare_for_the_Interview
knowledgeable	ADJ	3	01x03_-_Prepare_for_the_Interview
little	ADJ	10	01x03_-_Prepare_for_the_Interview
scary	ADJ	1	01x03_-_Prepare_for_the_Interview
